"","building_eval_score","year_built","year_evaluated","wardname","reactive_score"
"2331",95,1967,2024,"Etobicoke-Lakeshore",0
"2332",77,1958,2024,"Etobicoke-Lakeshore",0
"2333",76,1960,2023,"Etobicoke-Lakeshore",0
"2334",77,1959,2024,"Etobicoke-Lakeshore",0
"2335",81,1970,2023,"Etobicoke-Lakeshore",-1
"2336",80,1951,2024,"Etobicoke-Lakeshore",-1
"2337",96,1961,2023,"Etobicoke-Lakeshore",0
"2338",91,1958,2023,"Etobicoke-Lakeshore",0
"2339",80,1955,2024,"Etobicoke-Lakeshore",0
"2340",92,1950,2023,"Etobicoke-Lakeshore",0
"2341",90,1950,2023,"Etobicoke-Lakeshore",0
"2342",70,1955,2023,"Etobicoke-Lakeshore",0
"2343",86,1970,2023,"Etobicoke-Lakeshore",0
"2344",92,1952,2023,"Etobicoke-Lakeshore",0
"2345",93,1910,2024,"Etobicoke-Lakeshore",0
"2346",96,1952,2024,"Etobicoke-Lakeshore",0
"2347",94,1952,2024,"Etobicoke-Lakeshore",0
"2348",93,1952,2024,"Etobicoke-Lakeshore",0
"2349",84,1955,2023,"Etobicoke-Lakeshore",0
"2350",94,1952,2024,"Etobicoke-Lakeshore",0
"2351",96,1952,2024,"Etobicoke-Lakeshore",0
"2352",92,1952,2023,"Etobicoke-Lakeshore",0
"2353",87,1952,2024,"Etobicoke-Lakeshore",0
"2354",82,1968,2024,"Davenport",0
"2355",54,1929,2024,"Davenport",-1
"2356",91,1960,2024,"Toronto-St. Paul's",-1
"2357",90,1959,2023,"Parkdale-High Park",0
"2358",70,1960,2024,"Parkdale-High Park",-1
"2359",85,1958,2023,"Parkdale-High Park",0
"2360",86,1965,2024,"Parkdale-High Park",0
"2361",89,1950,2024,"Toronto-St. Paul's",-1
"2362",82,1967,2024,"Toronto-St. Paul's",-1
"2363",71,1957,2024,"Eglinton-Lawrence",0
"2364",76,1957,2024,"Eglinton-Lawrence",-1
"2365",98,1966,2023,"Etobicoke-Lakeshore",0
"2366",85,1955,2023,"Etobicoke-Lakeshore",0
"2367",93,2005,2023,"Toronto Centre",0
"2368",75,1880,2024,"Toronto Centre",0
"2369",81,1965,2024,"Toronto Centre",0
"2370",76,1967,2024,"Toronto Centre",0
"2371",77,1967,2024,"Toronto Centre",0
"2372",97,1976,2024,"Eglinton-Lawrence",0
"2373",99,2021,2023,"Spadina-Fort York",0
"2374",98,2021,2023,"Spadina-Fort York",0
"2375",67,1918,2024,"Toronto-St. Paul's",0
"2376",74,1918,2023,"Toronto-St. Paul's",0
"2377",89,1959,2024,"Toronto-St. Paul's",0
"2378",78,1955,2023,"Toronto-St. Paul's",0
"2379",89,1930,2023,"Toronto-St. Paul's",0
"2380",93,1955,2023,"Toronto-St. Paul's",0
"2381",96,1955,2023,"Toronto-St. Paul's",0
"2382",73,1955,2024,"Toronto-Danforth",-2
"2383",90,1950,2023,"Toronto-Danforth",0
"2384",99,2023,2024,"Etobicoke-Lakeshore",0
"2385",92,1977,2024,"Humber River-Black Creek",0
"2386",88,1965,2024,"Etobicoke North",0
"2387",88,1966,2024,"Etobicoke-Lakeshore",0
"2388",94,1990,2024,"Don Valley East",0
"2389",90,1979,2023,"Scarborough North",0
"2390",89,1979,2023,"Scarborough North",0
"2391",91,1953,2023,"Eglinton-Lawrence",0
"2392",87,1954,2024,"Eglinton-Lawrence",0
"2393",94,1952,2024,"Eglinton-Lawrence",0
"2394",96,1960,2023,"Eglinton-Lawrence",0
"2395",98,1960,2024,"Eglinton-Lawrence",0
"2396",87,1960,2023,"Eglinton-Lawrence",0
"2397",91,1982,2023,"Spadina-Fort York",0
"2398",97,1960,2024,"Scarborough-Guildwood",0
"2399",93,1968,2024,"Scarborough-Guildwood",0
"2400",98,1969,2023,"Etobicoke Centre",0
"2401",95,1970,2024,"Etobicoke Centre",0
"2402",89,1994,2024,"Etobicoke Centre",0
"2403",86,1970,2024,"Etobicoke Centre",-1
"2404",84,1971,2023,"Etobicoke Centre",0
"2405",83,1995,2023,"Toronto-Danforth",0
"2406",81,1961,2023,"Toronto Centre",0
"2407",85,1955,2023,"Etobicoke-Lakeshore",0
"2408",88,1971,2023,"Beaches-East York",0
"2409",96,1959,2023,"York Centre",0
"2410",88,1957,2023,"Toronto-St. Paul's",0
"2411",84,1955,2024,"Toronto-St. Paul's",0
"2412",84,1957,2024,"Toronto-St. Paul's",0
"2413",86,1977,2024,"Toronto-St. Paul's",0
"2414",75,1966,2023,"Toronto-St. Paul's",0
"2415",79,1990,2024,"Toronto-St. Paul's",0
"2416",99,2017,2023,"Humber River-Black Creek",0
"2417",99,2016,2023,"Humber River-Black Creek",0
"2418",99,2016,2024,"Humber River-Black Creek",0
"2419",87,1913,2024,"University-Rosedale",-1
"2420",66,1900,2023,"University-Rosedale",0
"2421",92,1959,2023,"Eglinton-Lawrence",0
"2422",91,1960,2024,"Scarborough Southwest",0
"2423",87,1962,2024,"Scarborough Southwest",0
"2424",88,1954,2024,"Scarborough Southwest",0
"2425",99,1962,2023,"Scarborough Southwest",0
"2426",93,1964,2023,"Scarborough Southwest",0
"2427",92,1955,2024,"Scarborough Southwest",0
"2428",93,1977,2024,"Don Valley East",0
"2429",97,1982,2024,"Don Valley East",0
"2430",95,1982,2024,"Don Valley East",0
"2431",89,1954,2024,"Scarborough Centre",0
"2432",92,1956,2024,"Don Valley East",0
"2433",85,1968,2024,"Don Valley East",0
"2434",77,1954,2023,"Scarborough Centre",0
"2435",81,1954,2023,"Scarborough Centre",0
"2436",89,1960,2023,"Scarborough Centre",0
"2437",92,1952,2023,"Etobicoke-Lakeshore",0
"2438",89,1952,2023,"Etobicoke-Lakeshore",0
"2439",88,1952,2024,"Etobicoke-Lakeshore",0
"2440",87,1952,2023,"Etobicoke-Lakeshore",0
"2441",91,1952,2024,"Etobicoke-Lakeshore",0
"2442",90,1960,2023,"Etobicoke-Lakeshore",0
"2443",96,1953,2024,"Etobicoke-Lakeshore",0
"2444",87,1955,2024,"Etobicoke-Lakeshore",0
"2445",97,1955,2023,"Etobicoke-Lakeshore",0
"2446",86,1955,2024,"Etobicoke-Lakeshore",-1
"2447",89,1960,2024,"Etobicoke-Lakeshore",0
"2448",89,1980,2023,"Etobicoke-Lakeshore",0
"2449",79,1960,2023,"Etobicoke-Lakeshore",0
"2450",84,1958,2023,"Etobicoke-Lakeshore",0
"2451",95,1959,2024,"Etobicoke-Lakeshore",0
"2452",98,1966,2024,"Etobicoke-Lakeshore",0
"2453",94,1983,2023,"Toronto-St. Paul's",0
"2454",89,1958,2023,"York South-Weston",0
"2455",93,1958,2023,"York South-Weston",0
"2456",80,1969,2024,"University-Rosedale",-1
"2457",81,1897,2024,"Parkdale-High Park",0
"2458",83,1979,2024,"Parkdale-High Park",0
"2459",26,1932,2024,"Davenport",0
"2460",75,1985,2023,"Davenport",0
"2461",94,1992,2023,"Davenport",-1
"2462",98,2003,2023,"Davenport",0
"2463",76,1973,2024,"Davenport",0
"2464",94,1955,2023,"Toronto-St. Paul's",0
"2465",46,1992,2023,"Davenport",0
"2466",88,1979,2024,"York South-Weston",0
"2467",88,1960,2023,"York Centre",0
"2468",86,1961,2023,"Don Valley East",0
"2469",92,1982,2023,"York South-Weston",0
"2470",89,1979,2023,"University-Rosedale",-1
"2471",69,1895,2024,"University-Rosedale",0
"2472",96,1955,2024,"Toronto-St. Paul's",0
"2473",92,1965,2023,"Parkdale-High Park",0
"2474",97,1986,2024,"Parkdale-High Park",0
"2475",85,1904,2023,"University-Rosedale",0
"2476",79,1932,2024,"University-Rosedale",0
"2477",65,1907,2023,"University-Rosedale",0
"2478",95,1911,2023,"University-Rosedale",0
"2479",92,1950,2023,"York Centre",0
"2480",93,1974,2023,"Etobicoke North",0
"2481",90,1974,2024,"Etobicoke North",0
"2482",95,1976,2023,"Etobicoke North",0
"2483",99,1988,2023,"Toronto-Danforth",0
"2484",88,1996,2024,"Toronto-Danforth",0
"2485",97,1981,2024,"Toronto-Danforth",0
"2486",92,1930,2024,"Toronto-Danforth",0
"2487",54,1990,2023,"Toronto-Danforth",0
"2488",89,1963,2024,"Etobicoke-Lakeshore",0
"2489",94,1963,2024,"Etobicoke-Lakeshore",0
"2490",96,1974,2023,"Willowdale",0
"2491",96,1959,2024,"York Centre",0
"2492",93,1959,2024,"York Centre",0
"2493",98,1959,2023,"York Centre",0
"2494",100,2018,2023,"Toronto Centre",0
"2495",94,1967,2024,"Humber River-Black Creek",0
"2496",88,1970,2024,"Humber River-Black Creek",0
"2497",83,1970,2023,"Humber River-Black Creek",0
"2498",86,1966,2024,"Humber River-Black Creek",0
"2499",90,1970,2023,"Humber River-Black Creek",0
"2500",98,2005,2023,"Scarborough-Rouge Park",0
"2501",98,1965,2024,"Eglinton-Lawrence",0
"2502",87,1960,2023,"Eglinton-Lawrence",0
"2503",89,1962,2023,"Eglinton-Lawrence",-1
"2504",98,1963,2024,"Eglinton-Lawrence",0
"2505",96,1960,2024,"Eglinton-Lawrence",0
"2506",94,1968,2023,"Don Valley North",0
"2507",90,1967,2023,"Don Valley North",0
"2508",76,1989,2024,"Spadina-Fort York",0
"2509",87,1966,2024,"University-Rosedale",-1
"2510",85,1965,2024,"Eglinton-Lawrence",-1
"2511",82,1950,2024,"Eglinton-Lawrence",0
"2512",98,1982,2024,"Etobicoke-Lakeshore",0
"2513",93,1960,2023,"Etobicoke-Lakeshore",0
"2514",87,1970,2023,"Don Valley North",0
"2515",49,1970,2024,"Don Valley North",0
"2516",94,1958,2023,"Don Valley North",0
"2517",92,1969,2023,"Don Valley North",0
"2518",96,2010,2023,"Don Valley North",0
"2519",97,2010,2024,"Don Valley North",0
"2520",99,1958,2024,"Scarborough Centre",0
"2521",83,1954,2023,"Scarborough Centre",0
"2522",90,1964,2023,"Scarborough Centre",0
"2523",87,1987,2023,"Don Valley East",0
"2524",91,1954,2023,"Scarborough Centre",-1
"2525",83,1966,2023,"Don Valley East",0
"2526",96,1958,2023,"Don Valley East",0
"2527",98,1966,2023,"Don Valley East",0
"2528",86,1968,2024,"Don Valley East",0
"2529",92,1958,2024,"Scarborough Centre",0
"2530",94,1958,2024,"Scarborough Centre",0
"2531",95,1958,2024,"Scarborough Centre",0
"2532",94,1962,2024,"Scarborough Centre",0
"2533",93,1960,2024,"Scarborough Centre",0
"2534",99,1963,2024,"Scarborough Centre",0
"2535",100,1963,2023,"Scarborough Centre",0
"2536",82,1961,2023,"Scarborough Centre",-2
"2537",92,1979,2024,"Don Valley East",0
"2538",94,1959,2023,"Scarborough Centre",0
"2539",93,1959,2024,"Scarborough Centre",0
"2540",69,1964,2023,"Don Valley East",0
"2541",76,1964,2024,"Don Valley East",-3
"2542",78,1960,2024,"Scarborough Centre",0
"2543",76,1961,2024,"Don Valley East",0
"2544",93,1964,2024,"Scarborough Centre",0
"2545",98,1964,2023,"Scarborough Centre",0
"2546",79,1962,2024,"Scarborough Centre",0
"2547",71,1993,2024,"Spadina-Fort York",0
"2548",92,1957,2024,"Toronto-St. Paul's",0
"2549",92,1957,2024,"Toronto-St. Paul's",0
"2550",93,1957,2024,"Toronto-St. Paul's",0
"2551",92,1957,2023,"Toronto-St. Paul's",0
"2552",95,1957,2024,"Toronto-St. Paul's",0
"2553",88,1953,2024,"Eglinton-Lawrence",-1
"2554",83,1965,2023,"Toronto-St. Paul's",0
"2555",89,1993,2024,"Parkdale-High Park",0
"2556",87,1954,2024,"Don Valley East",0
"2557",73,1960,2023,"Don Valley East",0
"2558",87,1960,2023,"Don Valley East",0
"2559",91,1960,2024,"Don Valley East",0
"2560",98,1958,2024,"Don Valley East",0
"2561",89,1962,2023,"Don Valley East",0
"2562",91,1954,2024,"Don Valley East",0
"2563",91,1958,2024,"Don Valley East",0
"2564",77,1961,2023,"Don Valley East",-1
"2565",89,1960,2023,"Scarborough Centre",0
"2566",43,1964,2023,"Scarborough Centre",0
"2567",89,1961,2023,"Scarborough Centre",0
"2568",93,1962,2023,"Scarborough Centre",0
"2569",98,1978,2024,"Scarborough Centre",0
"2570",84,1994,2024,"Scarborough Centre",0
"2571",91,1993,2023,"Scarborough Centre",0
"2572",76,1968,2023,"Scarborough Centre",-1
"2573",72,1962,2024,"Scarborough Centre",0
"2574",93,1968,2023,"Scarborough Centre",0
"2575",77,1947,2023,"Etobicoke-Lakeshore",0
"2576",80,1957,2023,"Etobicoke-Lakeshore",0
"2577",94,1953,2023,"Etobicoke-Lakeshore",0
"2578",99,1955,2023,"Etobicoke-Lakeshore",0
"2579",88,1954,2024,"University-Rosedale",-1
"2580",87,1971,2023,"Beaches-East York",0
"2581",91,1995,2023,"Toronto Centre",0
"2582",94,1971,2024,"Beaches-East York",0
"2583",95,1976,2024,"Scarborough Southwest",0
"2584",96,1967,2024,"Scarborough Southwest",0
"2585",98,1976,2023,"Scarborough Southwest",0
"2586",93,1959,2023,"Scarborough Southwest",0
"2587",96,1990,2023,"Parkdale-High Park",0
"2588",89,1972,2024,"Don Valley North",-1
"2589",89,1967,2024,"Don Valley North",-1
"2590",97,2015,2023,"Don Valley North",0
"2591",92,1967,2023,"Don Valley North",0
"2592",90,2006,2023,"Don Valley North",0
"2593",95,2017,2024,"Don Valley North",0
"2594",95,1970,2024,"Don Valley North",0
"2595",99,2013,2023,"Don Valley North",0
"2596",83,1962,2024,"Don Valley East",-2
"2597",91,1965,2024,"Don Valley East",0
"2598",93,1962,2024,"Don Valley East",0
"2599",97,1962,2024,"Don Valley East",0
"2600",95,1963,2024,"Don Valley East",0
"2601",81,1962,2023,"Don Valley East",0
"2602",85,1962,2023,"Don Valley East",0
"2603",86,1968,2023,"Scarborough-Agincourt",0
"2604",70,1969,2023,"Scarborough-Agincourt",0
"2605",94,1975,2023,"Scarborough-Agincourt",0
"2606",76,1969,2024,"Scarborough-Agincourt",-1
"2607",89,1960,2024,"Scarborough-Agincourt",0
"2608",80,1965,2024,"York Centre",0
"2609",88,1966,2023,"York Centre",0
"2610",94,1961,2023,"York Centre",0
"2611",81,1950,2023,"York Centre",0
"2612",86,1960,2024,"York Centre",0
"2613",93,1960,2023,"York Centre",0
"2614",91,1968,2024,"York Centre",0
"2615",87,2008,2024,"Humber River-Black Creek",0
"2616",93,1967,2023,"Humber River-Black Creek",0
"2617",92,1973,2023,"Toronto Centre",0
"2618",99,1975,2024,"Toronto Centre",0
"2619",83,1978,2023,"Toronto Centre",0
"2620",80,1975,2024,"Toronto Centre",0
"2621",86,1988,2023,"Toronto Centre",0
"2622",92,1975,2023,"Toronto Centre",0
"2623",97,1955,2023,"Toronto Centre",0
"2624",75,1975,2024,"Toronto Centre",0
"2625",86,1809,2024,"Toronto Centre",0
"2626",89,1838,2023,"Toronto Centre",0
"2627",77,1974,2024,"Toronto Centre",0
"2628",87,1931,2023,"Toronto Centre",0
"2629",100,1960,2023,"Toronto Centre",0
"2630",73,1970,2024,"Scarborough-Agincourt",0
"2631",94,1960,2024,"Scarborough Centre",0
"2632",95,1972,2024,"Scarborough-Agincourt",0
"2633",77,1971,2023,"Scarborough-Agincourt",-1
"2634",77,1971,2023,"Scarborough-Agincourt",0
"2635",81,1972,2024,"Don Valley North",0
"2636",90,2017,2024,"Toronto Centre",0
"2637",91,1960,2024,"Etobicoke-Lakeshore",0
"2638",87,1960,2023,"York Centre",0
"2639",86,1960,2023,"York Centre",0
"2640",90,1960,2024,"York Centre",0
"2641",87,1967,2023,"Beaches-East York",0
"2642",91,1965,2023,"University-Rosedale",0
"2643",100,1965,2023,"University-Rosedale",0
"2644",83,1970,2023,"University-Rosedale",0
"2645",83,1960,2024,"University-Rosedale",0
"2646",80,1955,2024,"University-Rosedale",0
"2647",74,1960,2023,"University-Rosedale",0
"2648",87,1971,2024,"University-Rosedale",0
"2649",83,1966,2023,"University-Rosedale",0
"2650",74,1961,2023,"University-Rosedale",0
"2651",85,1960,2024,"University-Rosedale",0
"2652",84,1958,2023,"University-Rosedale",0
"2653",73,1920,2024,"University-Rosedale",0
"2654",89,1964,2024,"Toronto-St. Paul's",-2
"2655",89,1960,2024,"Toronto-St. Paul's",-1
"2656",95,1928,2024,"Toronto-St. Paul's",-1
"2657",90,1954,2024,"York Centre",0
"2658",86,1964,2023,"Scarborough Southwest",-1
"2659",92,1960,2024,"Scarborough Centre",0
"2660",88,1957,2023,"Scarborough Centre",0
"2661",86,1957,2023,"Scarborough Centre",0
"2662",91,1960,2024,"Scarborough Centre",0
"2663",95,1989,2024,"Scarborough Centre",0
"2664",79,1964,2023,"Scarborough Centre",0
"2665",96,1960,2023,"Scarborough Centre",0
"2666",79,1960,2024,"Scarborough-Guildwood",0
"2667",87,1992,2024,"Scarborough-Guildwood",0
"2668",92,1972,2023,"Scarborough-Guildwood",0
"2669",89,1964,2024,"Scarborough-Guildwood",0
"2670",90,1970,2023,"Scarborough-Guildwood",0
"2671",74,1969,2023,"Scarborough-Guildwood",-1
"2672",81,1975,2023,"Scarborough-Guildwood",0
"2673",79,1970,2023,"Scarborough-Guildwood",0
"2674",79,1970,2024,"Scarborough-Guildwood",-1
"2675",73,1970,2023,"Scarborough-Guildwood",-1
"2676",83,1970,2023,"Scarborough-Guildwood",0
"2677",90,1970,2024,"Scarborough-Guildwood",-1
"2678",87,1970,2024,"Scarborough-Guildwood",0
"2679",91,1967,2023,"Scarborough-Guildwood",-1
"2680",92,1967,2024,"Scarborough-Guildwood",0
"2681",77,1972,2023,"Scarborough-Guildwood",-1
"2682",79,1972,2023,"Scarborough-Guildwood",-1
"2683",84,1974,2023,"Scarborough-Guildwood",-1
"2684",82,1974,2023,"Scarborough-Rouge Park",-2
"2685",73,1940,2023,"Eglinton-Lawrence",0
"2686",99,1992,2024,"Eglinton-Lawrence",0
"2687",92,1962,2024,"Don Valley East",0
"2688",92,1994,2023,"Don Valley East",0
"2689",79,1989,2024,"Toronto Centre",0
"2690",90,1888,2023,"Toronto Centre",0
"2691",99,1969,2023,"Toronto Centre",0
"2692",82,1964,2024,"Toronto Centre",0
"2693",84,1966,2023,"Beaches-East York",0
"2694",97,2012,2023,"Willowdale",0
"2695",97,1953,2024,"York Centre",0
"2696",93,1964,2024,"York Centre",0
"2697",88,1965,2024,"Humber River-Black Creek",0
"2698",81,1972,2023,"University-Rosedale",0
"2699",79,1968,2023,"Davenport",0
"2700",82,1960,2024,"Scarborough Southwest",0
"2701",78,1960,2024,"Scarborough Southwest",0
"2702",91,1960,2024,"Scarborough Southwest",0
"2703",77,1951,2023,"Toronto Centre",0
"2704",76,1990,2024,"Toronto Centre",0
"2705",82,1896,2024,"Toronto Centre",0
"2706",88,1930,2023,"Toronto Centre",0
"2707",89,1920,2023,"Toronto Centre",0
"2708",89,1885,2023,"Toronto Centre",0
"2709",88,1973,2023,"Toronto Centre",0
"2710",82,1889,2024,"Toronto Centre",0
"2711",83,1964,2023,"University-Rosedale",0
"2712",77,1930,2023,"Toronto-St. Paul's",0
"2713",84,1958,2023,"Don Valley West",0
"2714",98,1972,2023,"Scarborough Southwest",0
"2715",80,1910,2024,"Toronto Centre",0
"2716",79,1910,2024,"Toronto Centre",0
"2717",92,1920,2024,"Toronto Centre",0
"2718",81,1963,2024,"Toronto Centre",0
"2719",78,1876,2024,"Toronto Centre",0
"2720",100,1934,2023,"Toronto Centre",0
"2721",89,1934,2024,"Toronto Centre",0
"2722",79,2008,2024,"Toronto Centre",0
"2723",98,1967,2024,"Toronto Centre",0
"2724",90,1977,2023,"Toronto Centre",-1
"2725",97,1978,2024,"Toronto Centre",0
"2726",98,2018,2024,"Toronto Centre",0
"2727",82,1978,2023,"Toronto Centre",0
"2728",87,1950,2023,"University-Rosedale",0
"2729",90,1966,2024,"Davenport",0
"2730",91,1930,2023,"Don Valley West",0
"2731",92,1930,2024,"Don Valley West",-1
"2732",88,1930,2023,"Don Valley West",0
"2733",85,1930,2023,"Don Valley West",0
"2734",80,1940,2023,"Don Valley West",-1
"2735",91,1965,2023,"Don Valley West",0
"2736",94,1969,2023,"Humber River-Black Creek",0
"2737",92,1983,2024,"Toronto Centre",0
"2738",93,1964,2023,"Toronto Centre",0
"2739",79,1964,2023,"Toronto Centre",-1
"2740",84,1964,2024,"Toronto Centre",-1
"2741",92,2008,2024,"York South-Weston",0
"2742",84,1978,2023,"Scarborough-Agincourt",0
"2743",93,1965,2024,"Toronto-St. Paul's",0
"2744",87,1963,2023,"Toronto-St. Paul's",0
"2745",95,1968,2023,"Etobicoke Centre",0
"2746",94,1968,2023,"Etobicoke Centre",0
"2747",94,1971,2023,"Etobicoke Centre",0
"2748",94,1971,2023,"Etobicoke Centre",0
"2749",99,2022,2024,"Etobicoke Centre",0
"2750",79,1957,2023,"Eglinton-Lawrence",-1
"2751",98,1956,2023,"Eglinton-Lawrence",0
"2752",87,1950,2023,"Eglinton-Lawrence",0
"2753",97,1975,2023,"Eglinton-Lawrence",0
"2754",87,1956,2024,"Eglinton-Lawrence",0
"2755",67,1957,2023,"Eglinton-Lawrence",0
"2756",87,1960,2023,"Eglinton-Lawrence",0
"2757",81,1965,2023,"Eglinton-Lawrence",0
"2758",94,1955,2024,"Eglinton-Lawrence",0
"2759",93,1960,2024,"Eglinton-Lawrence",0
"2760",76,1960,2023,"Eglinton-Lawrence",0
"2761",84,1955,2023,"Eglinton-Lawrence",0
"2762",97,1950,2024,"Eglinton-Lawrence",0
"2763",90,1960,2023,"Eglinton-Lawrence",0
"2764",94,1950,2024,"Eglinton-Lawrence",0
"2765",69,1956,2023,"Eglinton-Lawrence",0
"2766",70,1956,2023,"Eglinton-Lawrence",0
"2767",66,1956,2024,"Eglinton-Lawrence",0
"2768",80,1956,2023,"Eglinton-Lawrence",0
"2769",90,1962,2024,"Etobicoke Centre",0
"2770",87,1963,2023,"Etobicoke Centre",0
"2771",71,1954,2023,"Eglinton-Lawrence",0
"2772",98,2003,2023,"Eglinton-Lawrence",0
"2773",77,1959,2023,"Eglinton-Lawrence",0
"2774",57,1959,2024,"Eglinton-Lawrence",0
"2775",90,1958,2024,"Eglinton-Lawrence",0
"2776",90,1961,2024,"Eglinton-Lawrence",0
"2777",88,1967,2024,"Eglinton-Lawrence",0
"2778",73,1965,2023,"Eglinton-Lawrence",0
"2779",96,1958,2024,"Eglinton-Lawrence",0
"2780",89,1958,2024,"York South-Weston",0
"2781",78,1967,2023,"York South-Weston",0
"2782",80,1967,2023,"York South-Weston",0
"2783",93,1969,2023,"York South-Weston",0
"2784",87,1963,2024,"York South-Weston",0
"2785",83,1963,2023,"York South-Weston",0
"2786",82,1962,2023,"York South-Weston",0
"2787",74,1960,2024,"York South-Weston",-1
"2788",89,1970,2023,"York South-Weston",0
"2789",86,1962,2023,"York South-Weston",0
"2790",90,1955,2023,"York South-Weston",-1
"2791",91,1955,2023,"York South-Weston",0
"2792",87,1994,2023,"York South-Weston",0
"2793",79,1965,2024,"York South-Weston",0
"2794",90,1959,2024,"York South-Weston",0
"2795",89,1960,2023,"York South-Weston",0
"2796",96,1979,2023,"York South-Weston",0
"2797",99,1961,2024,"York South-Weston",0
"2798",83,1960,2024,"York South-Weston",0
"2799",91,1972,2024,"Scarborough Southwest",0
"2800",98,1972,2023,"Scarborough Southwest",0
"2801",92,1955,2023,"Scarborough Centre",0
"2802",95,1955,2024,"Scarborough Centre",0
"2803",94,1993,2024,"Scarborough Centre",0
"2804",96,1975,2023,"Scarborough-Agincourt",0
"2805",91,1974,2024,"Scarborough-Agincourt",0
"2806",85,1970,2024,"Toronto-Danforth",0
"2807",94,1959,2023,"York South-Weston",0
"2808",94,1963,2024,"Scarborough Southwest",0
"2809",56,1969,2024,"York South-Weston",-7
"2810",58,1927,2023,"Toronto-St. Paul's",0
"2811",54,1925,2023,"Toronto-St. Paul's",0
"2812",92,1969,2023,"Toronto-St. Paul's",0
"2813",92,1969,2024,"Toronto-St. Paul's",0
"2814",87,1959,2023,"Toronto-St. Paul's",0
"2815",92,2005,2024,"Spadina-Fort York",0
"2816",85,1991,2024,"Spadina-Fort York",0
"2817",83,1968,2024,"University-Rosedale",0
"2818",85,1968,2024,"University-Rosedale",-1
"2819",94,2019,2023,"Etobicoke-Lakeshore",0
"2820",81,1994,2024,"Toronto Centre",0
"2821",68,1910,2024,"Toronto Centre",-1
"2822",92,2020,2024,"Parkdale-High Park",0
"2823",84,1969,2024,"Parkdale-High Park",-1
"2824",88,1900,2023,"Toronto Centre",0
"2825",98,1984,2023,"Toronto Centre",-1
"2826",85,1988,2024,"Toronto-Danforth",0
"2827",93,1991,2024,"Spadina-Fort York",0
"2828",68,1957,2024,"Etobicoke-Lakeshore",-2
"2829",85,1952,2023,"Etobicoke-Lakeshore",0
"2830",86,1958,2024,"York Centre",0
"2831",86,1958,2024,"York Centre",0
"2832",85,1960,2024,"Don Valley East",0
"2833",92,2019,2023,"Don Valley North",0
"2834",100,2021,2024,"Spadina-Fort York",0
"2835",98,1984,2023,"York South-Weston",0
"2836",100,2022,2024,"Spadina-Fort York",0
"2837",99,2021,2024,"University-Rosedale",0
"2838",94,1971,2024,"University-Rosedale",0
"2839",85,1959,2023,"University-Rosedale",0
"2840",97,1972,2024,"University-Rosedale",0
"2841",77,1905,2023,"University-Rosedale",0
"2842",92,2007,2023,"University-Rosedale",0
"2843",87,1965,2023,"University-Rosedale",0
"2844",92,1963,2024,"University-Rosedale",0
"2845",89,2009,2024,"University-Rosedale",0
"2846",83,1969,2023,"University-Rosedale",-1
"2847",95,1967,2024,"Toronto-St. Paul's",0
"2848",80,1931,2023,"Toronto-St. Paul's",0
"2849",85,1935,2023,"Toronto-St. Paul's",0
"2850",82,1962,2023,"Toronto-St. Paul's",-1
"2851",83,1959,2024,"Parkdale-High Park",0
"2852",93,1965,2024,"Parkdale-High Park",-1
"2853",88,1960,2023,"Parkdale-High Park",0
"2854",92,2017,2024,"Parkdale-High Park",0
"2855",86,1962,2023,"Parkdale-High Park",0
"2856",95,1979,2023,"Toronto Centre",0
"2857",68,1929,2023,"Toronto Centre",0
"2858",89,1926,2023,"Toronto Centre",0
"2859",94,1963,2023,"Toronto Centre",0
"2860",79,1965,2024,"Toronto Centre",0
"2861",91,1960,2023,"Toronto Centre",0
"2862",93,1960,2023,"Toronto Centre",0
"2863",90,1968,2023,"Toronto Centre",0
"2864",89,1931,2024,"Toronto Centre",0
"2865",96,1928,2023,"Toronto Centre",0
"2866",99,1928,2023,"Toronto Centre",0
"2867",91,1928,2024,"Toronto Centre",0
"2868",91,1966,2023,"Toronto Centre",0
"2869",81,1970,2023,"Toronto Centre",0
"2870",98,1923,2023,"Toronto Centre",0
"2871",88,1963,2024,"Toronto Centre",0
"2872",79,1968,2024,"Toronto Centre",0
"2873",96,1968,2023,"Toronto Centre",0
"2874",88,1969,2023,"Toronto Centre",0
"2875",99,2023,2024,"Spadina-Fort York",0
"2876",98,2023,2024,"Spadina-Fort York",0
"2877",95,1960,2023,"Don Valley East",0
"2878",90,1959,2024,"Parkdale-High Park",-1
"2879",82,1965,2023,"Parkdale-High Park",0
"2880",92,1965,2024,"Parkdale-High Park",-1
"2881",71,1952,2023,"Davenport",0
"2882",69,1952,2024,"Davenport",-1
"2883",74,1952,2024,"Davenport",-1
"2884",82,1927,2023,"Toronto-St. Paul's",0
"2885",89,1915,2023,"Toronto-St. Paul's",0
"2886",87,1929,2023,"Toronto-St. Paul's",0
"2887",85,1930,2023,"Toronto-St. Paul's",0
"2888",95,1959,2024,"Toronto-St. Paul's",0
"2889",90,1965,2023,"Toronto-St. Paul's",0
"2890",91,1934,2023,"Toronto-St. Paul's",0
"2891",89,1957,2024,"Toronto-St. Paul's",0
"2892",93,1962,2023,"Toronto-St. Paul's",0
"2893",97,1955,2023,"Toronto-St. Paul's",0
"2894",93,1960,2024,"Toronto-St. Paul's",0
"2895",86,1953,2023,"Parkdale-High Park",0
